 Submission ID ,  Username  ,Problem_Name  ,Language,Verdict,Date
160416961,jahirul,Between the Offices,GNU C++17,OK,2022-06-13 15:51:27
160385535,jahirul,Promo,GNU C++17,OK,2022-06-13 05:58:45
160385355,jahirul,Promo,GNU C++17,TIME_LIMIT_EXCEEDED,2022-06-13 05:49:44
160308950,jahirul,Promo,GNU C++17,TIME_LIMIT_EXCEEDED,2022-06-12 21:02:38
160301844,jahirul,Promo,GNU C++17,TIME_LIMIT_EXCEEDED,2022-06-12 20:54:02
160289131,jahirul,Parkway Walk,GNU C++17,OK,2022-06-12 20:42:49
160263495,jahirul,Wet Shark and Odd and Even,GNU C++17,OK,2022-06-12 16:59:25
160263442,jahirul,Wet Shark and Odd and Even,GNU C++17,OK,2022-06-12 16:58:51
160263291,jahirul,Wet Shark and Odd and Even,GNU C++17,WRONG_ANSWER,2022-06-12 16:56:52
160263231,jahirul,Wet Shark and Odd and Even,GNU C++17,WRONG_ANSWER,2022-06-12 16:56:05
160262978,jahirul,Wet Shark and Odd and Even,GNU C++17,WRONG_ANSWER,2022-06-12 16:52:27
160262872,jahirul,Wet Shark and Odd and Even,GNU C++17,WRONG_ANSWER,2022-06-12 16:50:58
160261801,jahirul,Wet Shark and Odd and Even,GNU C++17,WRONG_ANSWER,2022-06-12 16:35:54
160260718,jahirul,One-dimensional Japanese Crossword,GNU C++17,OK,2022-06-12 16:20:49
160254058,jahirul,Magic Stick,GNU C++17,OK,2022-06-12 14:49:40
160254012,jahirul,Magic Stick,GNU C++17,WRONG_ANSWER,2022-06-12 14:48:59
160253904,jahirul,Magic Stick,GNU C++17,WRONG_ANSWER,2022-06-12 14:47:39
160253021,jahirul,Magic Stick,GNU C++17,WRONG_ANSWER,2022-06-12 14:35:37
160234100,jahirul,Drazil and Date,GNU C++17,OK,2022-06-12 07:29:38
160234046,jahirul,Drazil and Date,GNU C++17,WRONG_ANSWER,2022-06-12 07:26:02
160233444,jahirul,Special Permutation,GNU C++17,WRONG_ANSWER,2022-06-12 06:52:16
160232085,jahirul,Distance,GNU C++17,OK,2022-06-12 05:52:41
160231924,jahirul,Distance,GNU C++17,WRONG_ANSWER,2022-06-12 05:41:36
160199717,jahirul,GCD Problem,GNU C++17,OK,2022-06-11 19:22:59
160196739,jahirul,GCD Problem,GNU C++17,WRONG_ANSWER,2022-06-11 18:38:06
160194840,jahirul,Key races,GNU C++17,OK,2022-06-11 18:09:45
160080083,jahirul,Ilya and Bank Account,GNU C++17,OK,2022-06-10 19:37:02
160076017,jahirul,Sorting Parts,GNU C++17,OK,2022-06-10 18:43:39
160042708,jahirul,Integer Sequence Dividing,GNU C++17,OK,2022-06-09 23:51:26
159976536,jahirul,Sorting Parts,GNU C++17,WRONG_ANSWER,2022-06-09 05:25:06
159937680,jahirul,Buying Torches,GNU C++17,OK,2022-06-08 18:42:34
159885630,jahirul,Black and White Stripe,GNU C++17,OK,2022-06-08 05:35:40
159885481,jahirul,Black and White Stripe,GNU C++17,WRONG_ANSWER,2022-06-08 05:27:37
159885211,jahirul,Black and White Stripe,GNU C++17,TIME_LIMIT_EXCEEDED,2022-06-08 05:15:44
159855506,jahirul,Black and White Stripe,GNU C++17,WRONG_ANSWER,2022-06-07 22:45:58
159835919,jahirul,Black and White Stripe,GNU C++17,WRONG_ANSWER,2022-06-07 22:16:40
159828735,jahirul,Black and White Stripe,GNU C++17,WRONG_ANSWER,2022-06-07 22:06:44
159811780,jahirul,Restoring the Duration of Tasks,GNU C++17,OK,2022-06-07 21:45:29
159798487,jahirul,Array Decrements,GNU C++17,OK,2022-06-07 21:31:11
159780117,jahirul,Array Decrements,GNU C++17,WRONG_ANSWER,2022-06-07 21:15:07
159757524,jahirul,Print a Pedestal (Codeforces logo?),GNU C++17,OK,2022-06-07 20:58:47
159674723,jahirul,Insomnia cure,GNU C++17,OK,2022-06-07 06:23:47
159674612,jahirul,Insomnia cure,GNU C++17,OK,2022-06-07 06:18:26
159588579,jahirul,Fox And Snake,GNU C++17,OK,2022-06-06 06:13:57
159588516,jahirul,Fox And Snake,GNU C++17,WRONG_ANSWER,2022-06-06 06:10:39
159588445,jahirul,Fox And Snake,GNU C++17,WRONG_ANSWER,2022-06-06 06:07:51
159560084,jahirul,DIV + MOD,GNU C++17,OK,2022-06-05 20:27:19
159559917,jahirul,DIV + MOD,GNU C++17,WRONG_ANSWER,2022-06-05 20:24:58
159550137,jahirul,DIV + MOD,GNU C++17,TIME_LIMIT_EXCEEDED,2022-06-05 18:13:51
159547296,jahirul,DIV + MOD,GNU C++17,WRONG_ANSWER,2022-06-05 17:39:33
159514688,jahirul,Combination Lock,GNU C++17,OK,2022-06-05 10:02:24
159505829,jahirul,Polycarp and Coins,GNU C++17,OK,2022-06-05 05:12:22
159481286,jahirul,Sereja and Dima,GNU C++17,OK,2022-06-04 18:55:01
159481193,jahirul,Sereja and Dima,GNU C++17,WRONG_ANSWER,2022-06-04 18:53:52
159452671,jahirul,Who's Opposite?,GNU C++17,OK,2022-06-04 13:12:14
159449920,jahirul,Dislike of Threes,GNU C++17,OK,2022-06-04 12:09:20
159447682,jahirul,Patchouli's Magical Talisman,GNU C++17,OK,2022-06-04 11:10:25
159438276,jahirul,Cirno's Perfect Bitmasks Classroom,GNU C++17,OK,2022-06-04 05:34:44
159412180,jahirul,Patchouli's Magical Talisman,GNU C++17,WRONG_ANSWER,2022-06-03 22:33:40
159392575,jahirul,Cirno's Perfect Bitmasks Classroom,GNU C++17,OK,2022-06-03 21:38:19
159314659,jahirul,Make It Increasing,GNU C++17,OK,2022-06-03 12:37:45
159314440,jahirul,Make It Increasing,GNU C++17,TIME_LIMIT_EXCEEDED,2022-06-03 12:34:38
159310162,jahirul,Food for Animals,GNU C++17,OK,2022-06-03 11:33:31
159304104,jahirul,Elections,GNU C++17,OK,2022-06-03 09:29:25
159299144,jahirul,Reconnaissance 2,GNU C++17,OK,2022-06-03 06:45:05
159298726,jahirul,Reconnaissance 2,GNU C++17,WRONG_ANSWER,2022-06-03 06:24:10
159298290,jahirul,Reconnaissance 2,GNU C++17,WRONG_ANSWER,2022-06-03 05:59:44
159297453,jahirul,Sale,GNU C++17,OK,2022-06-03 05:19:43
159268623,jahirul,Odd Selection,GNU C++17,OK,2022-06-02 21:47:06
159268162,jahirul,Odd Selection,GNU C++17,WRONG_ANSWER,2022-06-02 21:42:28
159266695,jahirul,Odd Selection,GNU C++17,WRONG_ANSWER,2022-06-02 21:28:26
159263291,jahirul,Remove Duplicates,GNU C++17,OK,2022-06-02 20:52:45
159259069,jahirul,File Name,GNU C++17,OK,2022-06-02 20:08:53
159249030,jahirul,Stone Age Problem,GNU C++17,OK,2022-06-02 18:14:46
159241675,jahirul,Stone Age Problem,GNU C++17,TIME_LIMIT_EXCEEDED,2022-06-02 17:01:00
159240376,jahirul,Stone Age Problem,GNU C++17,TIME_LIMIT_EXCEEDED,2022-06-02 16:46:49
159234837,jahirul,AvtoBus,GNU C++17,OK,2022-06-02 15:39:39
159216252,jahirul,String LCM,GNU C++17,OK,2022-06-02 11:41:14
159203428,jahirul,Replacing Elements,GNU C++17,OK,2022-06-02 05:33:29
159187448,jahirul,Plus One on the Subset,GNU C++17,OK,2022-06-01 23:44:39
159186328,jahirul,Make AP,GNU C++17,OK,2022-06-01 23:31:22
159151324,jahirul,Superhero Transformation,GNU C++17,OK,2022-06-01 16:44:33
159141828,jahirul,Picky Eater,GNU C++17,OK,2022-06-01 15:01:27
159141757,jahirul,Picky Eater,GNU C++17,WRONG_ANSWER,2022-06-01 15:00:36
159140837,jahirul,Primes,GNU C++17,OK,2022-06-01 14:50:36
159140620,jahirul,Primes,GNU C++17,WRONG_ANSWER,2022-06-01 14:48:27
159113864,jahirul,Digits Sum,GNU C++17,OK,2022-06-01 08:33:58
159073302,jahirul,Shoe Shuffling,GNU C++17,WRONG_ANSWER,2022-05-31 22:26:27
159053337,jahirul,Shoe Shuffling,GNU C++17,WRONG_ANSWER,2022-05-31 21:51:24
159030480,jahirul,Shoe Shuffling,GNU C++17,WRONG_ANSWER,2022-05-31 21:17:43
159023895,jahirul,Shoe Shuffling,GNU C++17,WRONG_ANSWER,2022-05-31 21:09:35
159007532,jahirul,Beat The Odds,GNU C++17,OK,2022-05-31 20:52:19
159003411,jahirul,Beat The Odds,GNU C++17,WRONG_ANSWER,2022-05-31 20:48:48
158855750,jahirul,Everything Everywhere All But One,GNU C++17,OK,2022-05-30 14:30:29
158439123,jahirul,Everything Everywhere All But One,GNU C++17,WRONG_ANSWER,2022-05-26 00:13:29
157714204,jahirul,Z mod X = C,GNU C++17,OK,2022-05-19 21:53:32
157700951,jahirul,Digit Minimization,GNU C++17,OK,2022-05-19 21:20:14
157181473,jahirul,AvtoBus,GNU C++17,WRONG_ANSWER,2022-05-14 16:46:36
157177306,jahirul,AvtoBus,GNU C++17,WRONG_ANSWER,2022-05-14 16:37:12
157176243,jahirul,AvtoBus,GNU C++17,WRONG_ANSWER,2022-05-14 16:34:54
157174073,jahirul,AvtoBus,GNU C++17,WRONG_ANSWER,2022-05-14 16:30:29
156975534,jahirul,Lucky?,GNU C++17,OK,2022-05-13 11:31:07
155283832,jahirul,Candies and Two Sisters,GNU C++17,OK,2022-04-29 17:38:13
154653727,jahirul,String Building,GNU C++17,OK,2022-04-23 18:03:53
154464913,jahirul,Two Arrays And Swaps,GNU C++17,OK,2022-04-22 11:58:21
154169825,jahirul,Direction Change,GNU C++17,OK,2022-04-20 12:07:46
154134048,jahirul,Min Max Swap,GNU C++17,OK,2022-04-20 00:02:12
153992569,jahirul,Cubes Sorting,GNU C++17,OK,2022-04-18 18:00:08
153858902,jahirul,Ordinary Numbers,GNU C++17,OK,2022-04-17 12:55:39
153858260,jahirul,Ordinary Numbers,GNU C++17,WRONG_ANSWER,2022-04-17 12:47:04
153857532,jahirul,Ordinary Numbers,GNU C++17,COMPILATION_ERROR,2022-04-17 12:35:24
153857476,jahirul,Ordinary Numbers,GNU C++17,WRONG_ANSWER,2022-04-17 12:34:45
153857228,jahirul,Ordinary Numbers,GNU C++17,WRONG_ANSWER,2022-04-17 12:31:07
153856999,jahirul,Ordinary Numbers,GNU C++17,WRONG_ANSWER,2022-04-17 12:27:49
153856711,jahirul,Ordinary Numbers,GNU C++17,WRONG_ANSWER,2022-04-17 12:23:51
153854436,jahirul,Do Not Be Distracted!,GNU C++17,OK,2022-04-17 11:47:57
153796779,jahirul,DIV + MOD,GNU C++17,WRONG_ANSWER,2022-04-16 16:07:13
153792981,jahirul,Deletions of Two Adjacent Letters,GNU C++17,OK,2022-04-16 15:21:19
153748429,jahirul,Juicer,GNU C++17,OK,2022-04-16 00:17:42
153747284,jahirul,Juicer,GNU C++17,WRONG_ANSWER,2022-04-16 00:00:06
153717596,jahirul,Roma and Changing Signs,GNU C++17,OK,2022-04-15 17:50:46
153717057,jahirul,Roma and Changing Signs,GNU C++17,WRONG_ANSWER,2022-04-15 17:43:35
153716458,jahirul,Roma and Changing Signs,GNU C++17,WRONG_ANSWER,2022-04-15 17:35:55
153716197,jahirul,Roma and Changing Signs,GNU C++17,WRONG_ANSWER,2022-04-15 17:32:02
153713323,jahirul,Roma and Changing Signs,GNU C++17,WRONG_ANSWER,2022-04-15 16:51:26
153710827,jahirul,Roma and Changing Signs,GNU C++17,WRONG_ANSWER,2022-04-15 16:17:44
153709171,jahirul,Roma and Lucky Numbers,GNU C++17,OK,2022-04-15 15:52:54
153676330,jahirul,Doors and Keys,GNU C++17,OK,2022-04-15 03:24:15
153673732,jahirul,Madoka and Math Dad,GNU C++17,OK,2022-04-15 02:28:25
153672254,jahirul,Madoka and Math Dad,GNU C++17,WRONG_ANSWER,2022-04-15 01:58:19
153669541,jahirul,Good Pairs,GNU C++17,OK,2022-04-15 01:02:38
153666241,jahirul,Prefix Removals,GNU C++17,OK,2022-04-15 00:04:43
153627871,jahirul,Maximum Cake Tastiness,GNU C++17,OK,2022-04-14 16:09:36
153527405,jahirul,XY Sequence,GNU C++17,OK,2022-04-13 13:05:49
153515985,jahirul,Playoff,GNU C++17,OK,2022-04-13 11:25:33
153485939,jahirul,Integer Moves,GNU C++17,OK,2022-04-12 23:55:09
153352537,jahirul,Pōja Verdon,GNU C++17,OK,2022-04-11 12:11:10
153352278,jahirul,Who Tested?,GNU C++17,OK,2022-04-11 12:07:24
153284571,jahirul,Marin and Photoshoot,GNU C++17,OK,2022-04-10 16:02:40
153268446,jahirul,Array Cloning Technique,GNU C++17,OK,2022-04-10 12:59:53
153230302,jahirul,Array Balancing,GNU C++17,OK,2022-04-10 00:19:35
153230205,jahirul,Array Balancing,GNU C++17,WRONG_ANSWER,2022-04-10 00:18:23
153230070,jahirul,Array Balancing,GNU C++17,WRONG_ANSWER,2022-04-10 00:16:49
153144864,jahirul,GCD vs LCM,GNU C++17,OK,2022-04-09 17:52:15
153114763,jahirul,Get an Even String,GNU C++17,WRONG_ANSWER,2022-04-09 11:43:48
152985055,jahirul,Vlad and Candies,GNU C++17,OK,2022-04-08 12:26:15
152980064,jahirul,Vasya and Coins,GNU C++17,OK,2022-04-08 11:02:58
124100435,jahirul,Nastya and Rice,GNU C++17,OK,2021-07-29 14:44:27
123993832,jahirul,Cards,GNU C++17,OK,2021-07-28 11:30:24
123398136,jahirul,QAQ,GNU C++17,OK,2021-07-23 12:21:20
123380289,jahirul,Motarack's Birthday,GNU C++17,WRONG_ANSWER,2021-07-23 08:23:15
123263028,jahirul,Three Strings,GNU C++17,OK,2021-07-22 15:56:26
123115629,jahirul,Buy the String,GNU C++17,OK,2021-07-20 21:06:20
122635143,jahirul,Make a triangle!,GNU C++17,OK,2021-07-16 09:27:38
122582482,jahirul,Customising the Track,GNU C++17,OK,2021-07-15 18:03:28
122582338,jahirul,Customising the Track,GNU C++17,WRONG_ANSWER,2021-07-15 18:01:45
122581930,jahirul,Customising the Track,GNU C++17,WRONG_ANSWER,2021-07-15 17:56:53
122545938,jahirul,Exciting Bets,GNU C++17,OK,2021-07-15 10:28:26
122545495,jahirul,Exciting Bets,GNU C++17,WRONG_ANSWER,2021-07-15 10:20:00
121874748,jahirul,New Year Garland,GNU C++17,OK,2021-07-10 12:17:01
120874993,jahirul,Number of Apartments,GNU C++17,OK,2021-06-29 18:39:56
120874892,jahirul,Number of Apartments,GNU C++17,WRONG_ANSWER,2021-06-29 18:38:25
120557065,jahirul,Pretty Permutations,GNU C++17,WRONG_ANSWER,2021-06-25 21:55:51
120553720,jahirul,Pretty Permutations,GNU C++17,WRONG_ANSWER,2021-06-25 21:51:43
120540107,jahirul,Pretty Permutations,GNU C++17,WRONG_ANSWER,2021-06-25 21:40:51
120518136,jahirul,Fence,GNU C++17,OK,2021-06-25 17:42:44
120517446,jahirul,Fence,GNU C++17,WRONG_ANSWER,2021-06-25 17:33:33
120435883,jahirul,Robot Program,GNU C++17,OK,2021-06-24 16:47:22
118407855,jahirul,Fair Playoff,GNU C++17,OK,2021-06-04 21:16:01
117906660,jahirul,Game of Life,GNU C++17,TIME_LIMIT_EXCEEDED,2021-05-30 22:02:56
117871339,jahirul,Potions (Hard Version),GNU C++17,OK,2021-05-30 19:46:34
117871291,jahirul,Potions (Easy Version),GNU C++17,OK,2021-05-30 19:45:50
117871217,jahirul,Potions (Easy Version),GNU C++17,WRONG_ANSWER,2021-05-30 19:44:25
117824625,jahirul,I Hate 1111,GNU C++17,OK,2021-05-30 08:32:28
117823991,jahirul,I Hate 1111,GNU C++17,WRONG_ANSWER,2021-05-30 08:16:13
117822464,jahirul,Mean Inequality,GNU C++17,OK,2021-05-30 07:27:45
117820566,jahirul,Mean Inequality,GNU C++17,WRONG_ANSWER,2021-05-30 06:05:26
117574667,jahirul,Palindrome Game (easy version),GNU C++17,OK,2021-05-28 16:17:54
117574560,jahirul,Palindrome Game (easy version),GNU C++17,WRONG_ANSWER,2021-05-28 16:16:42
117503193,jahirul,And Then There Were K,GNU C++17,OK,2021-05-27 20:05:39
117503021,jahirul,And Then There Were K,GNU C++17,WRONG_ANSWER,2021-05-27 20:03:49
117426074,jahirul,Eshag Loves Big Arrays,GNU C++17,OK,2021-05-26 22:00:54
116080806,jahirul,Patrick and Shopping,GNU C++17,OK,2021-05-13 13:13:26
116080612,jahirul,Patrick and Shopping,GNU C++17,WRONG_ANSWER,2021-05-13 13:10:38
116075918,jahirul,CME,GNU C++17,OK,2021-05-13 11:59:03
116075724,jahirul,CME,GNU C++17,WRONG_ANSWER,2021-05-13 11:55:58
115964185,jahirul,Grade Allocation,GNU C++17,OK,2021-05-11 22:36:55
115880349,jahirul,Perfect Permutation,GNU C++17,OK,2021-05-10 21:58:56
115761052,jahirul,I'm bored with life,GNU C++17,OK,2021-05-09 12:46:53
115625985,jahirul,Yet Another Dividing into Teams,GNU C++17,OK,2021-05-08 00:10:45
115624821,jahirul,Yet Another Dividing into Teams,GNU C++17,OK,2021-05-08 00:01:02
115624563,jahirul,Yet Another Dividing into Teams,GNU C++17,WRONG_ANSWER,2021-05-07 23:58:59
115624395,jahirul,Yet Another Dividing into Teams,GNU C++17,WRONG_ANSWER,2021-05-07 23:57:33
115397152,jahirul,Chips Moving,GNU C++17,OK,2021-05-06 15:23:39
115395900,jahirul,Chips Moving,GNU C++17,WRONG_ANSWER,2021-05-06 14:59:35
115394316,jahirul,Arena,GNU C++17,OK,2021-05-06 14:25:22
115390446,jahirul,Arena,GNU C++17,WRONG_ANSWER,2021-05-06 13:15:49
115384097,jahirul,Jumps,GNU C++17,WRONG_ANSWER,2021-05-06 12:04:11
115377156,jahirul,Strange Functions,GNU C++17,OK,2021-05-06 10:46:39
115170490,jahirul,Array Stabilization,GNU C++17,OK,2021-05-05 11:38:53
115168594,jahirul,Array Stabilization,GNU C++17,WRONG_ANSWER,2021-05-05 11:15:17
115166851,jahirul,Repeating Cipher,GNU C++17,OK,2021-05-05 10:49:39
115151475,jahirul,Divide it!,GNU C++17,OK,2021-05-05 03:28:32
115151380,jahirul,Divide it!,GNU C++17,WRONG_ANSWER,2021-05-05 03:25:36
115107096,jahirul,Even Array,GNU C++17,OK,2021-05-04 14:54:54
115105755,jahirul,Even Array,GNU C++17,WRONG_ANSWER,2021-05-04 14:40:57
115086873,jahirul,01 Game,GNU C++17,OK,2021-05-04 10:59:12
115018596,jahirul,Phoenix and Puzzle,GNU C++17,OK,2021-05-03 15:44:12
115018150,jahirul,Phoenix and Puzzle,GNU C++17,WRONG_ANSWER,2021-05-03 15:39:29
115017963,jahirul,Phoenix and Puzzle,GNU C++17,WRONG_ANSWER,2021-05-03 15:37:08
115017301,jahirul,Phoenix and Puzzle,GNU C++17,WRONG_ANSWER,2021-05-03 15:29:42
114963467,jahirul,Phoenix and Puzzle,GNU C++17,WRONG_ANSWER,2021-05-03 01:13:54
114963261,jahirul,Phoenix and Puzzle,GNU C++17,WRONG_ANSWER,2021-05-03 01:11:48
114960984,jahirul,Phoenix and Gold,GNU C++17,OK,2021-05-03 00:51:20
114956690,jahirul,Phoenix and Gold,GNU C++17,WRONG_ANSWER,2021-05-02 23:30:23
114951951,jahirul,Phoenix and Gold,GNU C++17,WRONG_ANSWER,2021-05-02 23:11:00
114948671,jahirul,Phoenix and Gold,GNU C++17,WRONG_ANSWER,2021-05-02 22:57:27
114862665,jahirul,Puzzles,GNU C++17,OK,2021-05-02 19:59:41
114862384,jahirul,Puzzles,GNU C++17,WRONG_ANSWER,2021-05-02 19:55:17
114809704,jahirul,Balanced Array,GNU C++17,OK,2021-05-02 04:17:52
114806564,jahirul,Candies,GNU C++17,OK,2021-05-02 02:52:30
114801782,jahirul,I Wanna Be the Guy,GNU C++17,OK,2021-05-02 01:21:42
114801218,jahirul,I Wanna Be the Guy,GNU C++17,WRONG_ANSWER,2021-05-02 01:10:59
114801185,jahirul,I Wanna Be the Guy,GNU C++17,WRONG_ANSWER,2021-05-02 01:10:18
114799976,jahirul,Gravity Flip,GNU C++17,OK,2021-05-02 00:48:55
114798197,jahirul,Magnets,GNU C++17,OK,2021-05-02 00:19:41
114796555,jahirul,Presents,GNU C++17,OK,2021-05-01 23:50:53
114778357,jahirul,cAPS lOCK,GNU C++17,OK,2021-05-01 19:41:34
114711438,jahirul,New Year Candles,GNU C++17,OK,2021-05-01 00:23:23
114709335,jahirul,Sum of Round Numbers,GNU C++17,OK,2021-04-30 23:46:48
114691009,jahirul,Football,GNU C++17,OK,2021-04-30 19:23:57
114640237,jahirul,Vasya and Socks,GNU C++17,OK,2021-04-30 05:28:26
114639364,jahirul,Vasya and Socks,GNU C++17,WRONG_ANSWER,2021-04-30 05:01:45
114639150,jahirul,Vasya and Socks,GNU C++17,WRONG_ANSWER,2021-04-30 04:54:36
114629621,jahirul,The Cake Is a Lie,GNU C++17,OK,2021-04-30 01:28:34
114628959,jahirul,The Cake Is a Lie,GNU C++17,WRONG_ANSWER,2021-04-30 01:18:09
114620069,jahirul,Red and Blue Beans,GNU C++17,OK,2021-04-29 23:24:14
114619328,jahirul,Red and Blue Beans,GNU C++17,WRONG_ANSWER,2021-04-29 23:16:39
114617820,jahirul,Red and Blue Beans,GNU C++17,WRONG_ANSWER,2021-04-29 23:02:39
114616874,jahirul,Red and Blue Beans,GNU C++17,WRONG_ANSWER,2021-04-29 22:55:05
114616480,jahirul,Red and Blue Beans,GNU C++17,WRONG_ANSWER,2021-04-29 22:52:21
114540050,jahirul,Two Rival Students,GNU C++17,OK,2021-04-29 20:15:00
114539682,jahirul,Two Rival Students,GNU C++17,WRONG_ANSWER,2021-04-29 20:09:44
114539413,jahirul,Two Rival Students,GNU C++17,WRONG_ANSWER,2021-04-29 20:06:42
114517644,jahirul,Equalize Prices Again,GNU C++17,OK,2021-04-29 15:22:41
114503815,jahirul,Subtract or Divide,GNU C++17,OK,2021-04-29 12:06:33
114502793,jahirul,Case of the Zeros and Ones,GNU C++17,OK,2021-04-29 11:50:28
114501853,jahirul,Case of the Zeros and Ones,GNU C++17,OK,2021-04-29 11:32:49
114499887,jahirul,The number of positions,GNU C++17,OK,2021-04-29 10:52:02
114477575,jahirul,Fair Division,GNU C++17,OK,2021-04-29 00:40:48
114470735,jahirul,Cards for Friends,GNU C++17,OK,2021-04-28 23:00:12
114470629,jahirul,Cards for Friends,GNU C++17,WRONG_ANSWER,2021-04-28 22:58:54
114470514,jahirul,Cards for Friends,GNU C++17,OK,2021-04-28 22:57:25
114470182,jahirul,Cards for Friends,GNU C++17,WRONG_ANSWER,2021-04-28 22:52:55
114469887,jahirul,Cards for Friends,GNU C++17,WRONG_ANSWER,2021-04-28 22:48:34
114468037,jahirul,Cards for Friends,GNU C++17,WRONG_ANSWER,2021-04-28 22:24:28
114430821,jahirul,Yet Another Bookshelf,GNU C++17,OK,2021-04-28 14:57:03
114413497,jahirul,Boring Apartments,GNU C++17,OK,2021-04-28 10:11:36
114412293,jahirul,Sum of Odd Integers,GNU C++17,OK,2021-04-28 09:42:27
114411904,jahirul,Sum of Odd Integers,GNU C++17,OK,2021-04-28 09:33:32
114411380,jahirul,Sum of Odd Integers,GNU C++17,WRONG_ANSWER,2021-04-28 09:21:03
114402736,jahirul,Bachgold Problem,GNU C++17,OK,2021-04-28 04:23:08
114402708,jahirul,Bachgold Problem,GNU C++17,WRONG_ANSWER,2021-04-28 04:22:17
114399088,jahirul,New Year's Number,GNU C++17,OK,2021-04-28 02:49:21
114393082,jahirul,New Year's Number,GNU C++17,WRONG_ANSWER,2021-04-28 00:57:46
114384192,jahirul,Odd Divisor,GNU C++17,OK,2021-04-27 22:46:19
114360652,jahirul,Maximum GCD,GNU C++17,OK,2021-04-27 18:33:07
114360452,jahirul,Maximum GCD,GNU C++17,WRONG_ANSWER,2021-04-27 18:30:35
114345272,jahirul,Arena of Greed,GNU C++17,WRONG_ANSWER,2021-04-27 15:21:55
114340613,jahirul,Arena of Greed,GNU C++17,WRONG_ANSWER,2021-04-27 14:08:31
114340498,jahirul,Arena of Greed,GNU C++17,WRONG_ANSWER,2021-04-27 14:06:42
114334798,jahirul,Arena of Greed,GNU C++17,WRONG_ANSWER,2021-04-27 12:32:39
114333208,jahirul,Collecting Coins,GNU C++17,OK,2021-04-27 12:04:35
114332810,jahirul,Collecting Coins,GNU C++17,WRONG_ANSWER,2021-04-27 11:57:11
114306384,jahirul,Tit for Tat,GNU C++17,OK,2021-04-27 00:32:15
114304809,jahirul,Tit for Tat,GNU C++17,WRONG_ANSWER,2021-04-27 00:08:05
114304602,jahirul,Tit for Tat,GNU C++17,WRONG_ANSWER,2021-04-27 00:04:20
114261406,jahirul,Two distinct points,GNU C++17,OK,2021-04-26 14:26:33
114253365,jahirul,Divisors of Two Integers,GNU C++17,OK,2021-04-26 12:19:41
114253037,jahirul,Divisors of Two Integers,GNU C++17,WRONG_ANSWER,2021-04-26 12:13:25
114226873,jahirul,Average Height,GNU C++17,OK,2021-04-26 00:27:14
114199955,jahirul,Review Site,GNU C++17,OK,2021-04-25 18:13:46
114138477,jahirul,Sum of 2050,GNU C++17,OK,2021-04-24 23:40:46
114138174,jahirul,Sum of 2050,GNU C++17,WRONG_ANSWER,2021-04-24 23:36:37
113958613,jahirul,Even Subset Sum Problem,GNU C++17,OK,2021-04-23 15:12:29
113958237,jahirul,Even Subset Sum Problem,GNU C++17,WRONG_ANSWER,2021-04-23 15:07:19
113957883,jahirul,Even Subset Sum Problem,GNU C++17,WRONG_ANSWER,2021-04-23 15:02:57
113957666,jahirul,Even Subset Sum Problem,GNU C++17,WRONG_ANSWER,2021-04-23 14:59:56
113957320,jahirul,Even Subset Sum Problem,GNU C++17,WRONG_ANSWER,2021-04-23 14:55:03
113890574,jahirul,Tavas and SaDDas,GNU C++17,OK,2021-04-22 19:42:13
112755035,jahirul,Spy Detected!,GNU C++17,OK,2021-04-12 13:07:54
100194770,jahirul,Collecting Coins,GNU C++17,WRONG_ANSWER,2020-12-02 19:44:39
100191534,jahirul,Collecting Coins,GNU C++17,WRONG_ANSWER,2020-12-02 19:11:58
97376064,jahirul,Drinks,GNU C++17,OK,2020-11-01 23:30:48
97376018,jahirul,Drinks,GNU C11,WRONG_ANSWER,2020-11-01 23:30:15
97375953,jahirul,Drinks,GNU C++11,OK,2020-11-01 23:29:04
97375822,jahirul,Drinks,GNU C11,WRONG_ANSWER,2020-11-01 23:27:05
97375623,jahirul,Drinks,GNU C11,WRONG_ANSWER,2020-11-01 23:23:48
97375290,jahirul,Drinks,GNU C11,WRONG_ANSWER,2020-11-01 23:17:49
97375150,jahirul,Drinks,GNU C11,WRONG_ANSWER,2020-11-01 23:15:26
97375049,jahirul,Drinks,GNU C11,WRONG_ANSWER,2020-11-01 23:13:30
97374877,jahirul,Drinks,GNU C11,WRONG_ANSWER,2020-11-01 23:10:26
97373213,jahirul,Drinks,GNU C11,WRONG_ANSWER,2020-11-01 22:43:51
97289020,jahirul,Petya and Strings,GNU C11,OK,2020-11-01 13:31:09
97288015,jahirul,Petya and Strings,GNU C11,WRONG_ANSWER,2020-11-01 13:16:50
95497149,jahirul,Teams Forming,GNU C++14,OK,2020-10-14 17:00:12
95494318,jahirul,Teams Forming,GNU C++14,WRONG_ANSWER,2020-10-14 16:19:09
94202457,jahirul,Symmetric Matrix,GNU C++14,OK,2020-09-29 17:14:09
94201576,jahirul,Symmetric Matrix,GNU C++14,WRONG_ANSWER,2020-09-29 17:03:19
94104623,jahirul,Symmetric Matrix,GNU C++14,WRONG_ANSWER,2020-09-28 15:45:11
94081532,jahirul,Floor Number,GNU C++14,OK,2020-09-28 14:39:21
94080528,jahirul,Floor Number,GNU C++14,WRONG_ANSWER,2020-09-28 14:37:19
94079714,jahirul,Floor Number,GNU C++14,WRONG_ANSWER,2020-09-28 14:35:33
